"track_id","spotify_id","emotion","title","artist","id","acousticness","analysis_url","danceability","duration","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"TRVKYBS128F425E784","5mf8jY9FsGCAuWwJMmKIzF","anger","Edge Hill","Groove Armada","5mf8jY9FsGCAuWwJMmKIzF","0.017400000244379044","https://api.spotify.com/v1/audio-analysis/5mf8jY9FsGCAuWwJMmKIzF","0.6510000228881836","420573","0.3630000054836273","0.878000020980835","2","0.6919999718666077","-13.161999702453613","0","0.0471000000834465","139.00399780273438","4","0.2770000100135803"
"TRWXDPG128E0790C42","02srSkeu2pzybuVr2B9TJm","anger","When Will I See You Again","THE THREE DEGREES","02srSkeu2pzybuVr2B9TJm","0.7319999933242798","https://api.spotify.com/v1/audio-analysis/02srSkeu2pzybuVr2B9TJm","0.5640000104904175","178747","0.5929999947547913","0.003659999929368496","9","0.34299999475479126","-9.244999885559082","1","0.03280000016093254","120.75299835205078","4","0.765999972820282"
"TRCIJOP128F92E5A7C","66mtQ5mRlw7ys2NJCkdJhz","disgust","Dirty Pool","Stevie Ray Vaughan And Double Trouble","66mtQ5mRlw7ys2NJCkdJhz","0.5730000138282776","https://api.spotify.com/v1/audio-analysis/66mtQ5mRlw7ys2NJCkdJhz","0.32499998807907104","300653","0.39500001072883606","0.04830000177025795","1","0.13099999725818634","-11.708999633789062","0","0.029500000178813934","146.50599670410156","3","0.531000018119812"
"TRCUHVY12903CCCD49","37Eez47hpx3vxAsFJDTvux","disgust","S.E.X.","Adam & The Ants","37Eez47hpx3vxAsFJDTvux","0.675000011920929","https://api.spotify.com/v1/audio-analysis/37Eez47hpx3vxAsFJDTvux","0.49300000071525574","300880","0.33000001311302185","0.0029800001066178083","2","0.6859999895095825","-13.138999938964844","0","0.041099999099969864","124.33399963378906","3","0.31299999356269836"
"TRGPDXO128F427755B","37Eez47hpx3vxAsFJDTvux","disgust","S.E.X.","Adam & The Ants","37Eez47hpx3vxAsFJDTvux","0.675000011920929","https://api.spotify.com/v1/audio-analysis/37Eez47hpx3vxAsFJDTvux","0.49300000071525574","300880","0.33000001311302185","0.0029800001066178083","2","0.6859999895095825","-13.138999938964844","0","0.041099999099969864","124.33399963378906","3","0.31299999356269836"
"TREKAAP128F92EA294","1lNFq0fRu2Z8jDBX85ySQ0","disgust","New Faith","Slayer","1lNFq0fRu2Z8jDBX85ySQ0","9.640000062063336E-4","https://api.spotify.com/v1/audio-analysis/1lNFq0fRu2Z8jDBX85ySQ0","0.24400000274181366","185760","0.9919999837875366","8.759999764151871E-4","1","0.09939999878406525","-2.822999954223633","1","0.21299999952316284","87.9489974975586","4","0.16500000655651093"
"TRJECBX128F427E463","5lwQGZYF4BXOzFtXc5zk8q","disgust","Head Over Heels","Tears For Fears","5lwQGZYF4BXOzFtXc5zk8q","0.33799999952316284","https://api.spotify.com/v1/audio-analysis/5lwQGZYF4BXOzFtXc5zk8q","0.6230000257492065","257316","0.7390000224113464","1.8799999452312477E-5","7","0.10899999737739563","-8.116000175476074","1","0.024399999529123306","95.00700378417969","4","0.6420000195503235"
"TRCKKUZ128F4280F55","0ER2KuYfyQirZd7ZNvsfPQ","disgust","GALAXY","RIP SLYME","0ER2KuYfyQirZd7ZNvsfPQ","0.11699999868869781","https://api.spotify.com/v1/audio-analysis/0ER2KuYfyQirZd7ZNvsfPQ","0.9179999828338623","321747","0.8740000128746033","1.4700000065204222E-5","6","0.061500001698732376","-5.113999843597412","1","0.06430000066757202","125.99700164794922","4","0.8690000176429749"
"TRYEJEH128F425B7DF","0cA5yQFQAfKjf64QHbPqss","disgust","Summer's End","Foo Fighters","0cA5yQFQAfKjf64QHbPqss","0.0016700000269338489","https://api.spotify.com/v1/audio-analysis/0cA5yQFQAfKjf64QHbPqss","0.5329999923706055","277973","0.781000018119812","1.0800000382005237E-5","7","0.17000000178813934","-5.013999938964844","1","0.03220000118017197","122.99400329589844","4","0.4169999957084656"
"TRAXLCM12903CF44D2","3ITXwYdwXg4MSdaLdgbNSw","disgust","Oh My Fucking God","Strapping Young Lad","3ITXwYdwXg4MSdaLdgbNSw","8.369999704882503E-5","https://api.spotify.com/v1/audio-analysis/3ITXwYdwXg4MSdaLdgbNSw","0.23999999463558197","214507","0.9819999933242798","0.2770000100135803","8","0.9330000281333923","-5.645999908447266","1","0.14499999582767487","109.36299896240234","4","0.03610000014305115"
"TRZHXVO128F9330CAD","4GrMY69aBu48Vj1ErOfehs","disgust","The Man Who Swallowed My Soul","Persephone","4GrMY69aBu48Vj1ErOfehs","0.26100000739097595","https://api.spotify.com/v1/audio-analysis/4GrMY69aBu48Vj1ErOfehs","0.550000011920929","267507","0.6430000066757202","9.159999899566174E-4","11","0.09709999710321426","-4.480999946594238","0","0.03629999980330467","115.04399871826172","4","0.5450000166893005"
"TROXGPR128F4215E0D","4gpext9x0CbdD9NWaa4nDj","disgust","Amanda","Boston","4gpext9x0CbdD9NWaa4nDj","0.3199999928474426","https://api.spotify.com/v1/audio-analysis/4gpext9x0CbdD9NWaa4nDj","0.4490000009536743","256200","0.42399999499320984","1.6899999764063978E-6","7","0.10700000077486038","-14.0600004196167","1","0.03229999914765358","125.49400329589844","4","0.2590000033378601"
"TRETKFM128F4285094","4RabeBQUiwoND6N4ZXqpSw","disgust","No True Woman","Lonely Drifter Karen","4RabeBQUiwoND6N4ZXqpSw","0.7889999747276306","https://api.spotify.com/v1/audio-analysis/4RabeBQUiwoND6N4ZXqpSw","0.40799999237060547","275933","0.15399999916553497","3.110000106971711E-4","0","0.09969999641180038","-12.260000228881836","1","0.039000000804662704","90.43599700927734","4","0.08250000327825546"
"TRMUKHO128F92EF333","3sckKKIx96cjPXtiqPHCTB","disgust","Only U","Ashanti","3sckKKIx96cjPXtiqPHCTB","0.03739999979734421","https://api.spotify.com/v1/audio-analysis/3sckKKIx96cjPXtiqPHCTB","0.6010000109672546","186307","0.6209999918937683","1.7500000240033842E-6","6","0.18799999356269836","-5.576000213623047","0","0.04340000078082085","94.5469970703125","4","0.27799999713897705"
"TRPOPVM128F4281C84","0Sqi2XLLVk5JGfZnFnidM2","disgust","15 Minutes","The Strokes","0Sqi2XLLVk5JGfZnFnidM2","0.0038499999791383743","https://api.spotify.com/v1/audio-analysis/0Sqi2XLLVk5JGfZnFnidM2","0.3409999907016754","273133","0.8809999823570251","0.03830000013113022","2","0.14100000262260437","-3.558000087738037","1","0.041099999099969864","82.95700073242188","3","0.39399999380111694"
"TRRNGYR128F92FC0BE","02srSkeu2pzybuVr2B9TJm","disgust","When Will I See You Again","THE THREE DEGREES","02srSkeu2pzybuVr2B9TJm","0.7319999933242798","https://api.spotify.com/v1/audio-analysis/02srSkeu2pzybuVr2B9TJm","0.5640000104904175","178747","0.5929999947547913","0.003659999929368496","9","0.34299999475479126","-9.244999885559082","1","0.03280000016093254","120.75299835205078","4","0.765999972820282"
"TRCXJOO128F92C47A3","4p701COQh5KvaP4zvqnx8F","disgust","That's Where You Take Me","Britney Spears","4p701COQh5KvaP4zvqnx8F","0.08160000294446945","https://api.spotify.com/v1/audio-analysis/4p701COQh5KvaP4zvqnx8F","0.703000009059906","212400","0.925000011920929","0.0","7","0.13899999856948853","-4.90500020980835","0","0.03009999915957451","133.39100646972656","4","0.7409999966621399"
"TRBEBAK128F934B2D8","4Fv6UmZEIg6AP6w1UJDHel","disgust","Innards Decay","Cannibal Corpse","4Fv6UmZEIg6AP6w1UJDHel","1.4200000441633165E-4","https://api.spotify.com/v1/audio-analysis/4Fv6UmZEIg6AP6w1UJDHel","0.25999999046325684","275560","0.9800000190734863","0.9350000023841858","4","0.11800000071525574","-8.071000099182129","1","0.15000000596046448","151.4600067138672","4","0.25699999928474426"
"TROZIAD128F932CD70","4cYskHcs3Ubf23816RDH3x","disgust","Wild And Free","Rednex","4cYskHcs3Ubf23816RDH3x","2.5699999241624027E-5","https://api.spotify.com/v1/audio-analysis/4cYskHcs3Ubf23816RDH3x","0.5170000195503235","217613","0.9629999995231628","0.38499999046325684","7","0.16899999976158142","-6.377999782562256","1","0.04569999873638153","177.12100219726562","4","0.13899999856948853"
"TRJYNLX128F426AFB6","5KvIQUPOrWc4M3tWyH3x1i","disgust","Rhythm Is Gonna Get You","Gloria Estefan","5KvIQUPOrWc4M3tWyH3x1i","0.23600000143051147","https://api.spotify.com/v1/audio-analysis/5KvIQUPOrWc4M3tWyH3x1i","0.7789999842643738","234973","0.7590000033378601","0.04600000008940697","4","0.13199999928474426","-12.798999786376953","0","0.03869999945163727","124.98300170898438","4","0.8379999995231628"
"TRBERQM128F4261E98","2TE1FOBGJ0h7xxIFUjppmd","disgust","Street Struck","Big L","2TE1FOBGJ0h7xxIFUjppmd","0.1420000046491623","https://api.spotify.com/v1/audio-analysis/2TE1FOBGJ0h7xxIFUjppmd","0.7730000019073486","249627","0.6299999952316284","1.919999931487837E-6","9","0.2370000034570694","-8.038999557495117","1","0.4320000112056732","173.9219970703125","4","0.6769999861717224"
"TRBVDYQ128F42911B0","7L9NWgIZOoenOitk7XPrm7","disgust","Enviovore","Cephalic Carnage","7L9NWgIZOoenOitk7XPrm7","4.749999789055437E-6","https://api.spotify.com/v1/audio-analysis/7L9NWgIZOoenOitk7XPrm7","0.2709999978542328","181453","0.9629999995231628","0.1289999932050705","1","0.125","-4.894000053405762","1","0.10700000077486038","116.83999633789062","4","0.27300000190734863"
"TRUUEWG128F9300996","4jpi8FljkAwKFb4ljWuar6","disgust","Underground","Eminem","4jpi8FljkAwKFb4ljWuar6","0.12600000202655792","https://api.spotify.com/v1/audio-analysis/4jpi8FljkAwKFb4ljWuar6","0.6320000290870667","371453","0.8069999814033508","0.0","10","0.5680000185966492","-3.489000082015991","0","0.4090000092983246","107.31600189208984","4","0.550000011920929"
"TROEMNZ128F4259D2B","6QJkYv3Cgr04n5vCBz2lrF","disgust","4st 7lb","Manic Street Preachers","6QJkYv3Cgr04n5vCBz2lrF","0.013299999758601189","https://api.spotify.com/v1/audio-analysis/6QJkYv3Cgr04n5vCBz2lrF","0.3630000054836273","305600","0.9200000166893005","2.060000042547472E-6","7","0.375","-4.980999946594238","1","0.07119999825954437","146.94400024414062","4","0.20999999344348907"
"TRYYNSK12903CB47DD","5z0QLEpkbUh00SevSuYxOh","disgust","Divine Moments of Truth","Shpongle","5z0QLEpkbUh00SevSuYxOh","0.01940000057220459","https://api.spotify.com/v1/audio-analysis/5z0QLEpkbUh00SevSuYxOh","0.44699999690055847","620333","0.7039999961853027","0.6119999885559082","6","0.3190000057220459","-8.829999923706055","1","0.0722000002861023","90.81999969482422","3","0.2759999930858612"
"TRYADUY128F93176B8","4h7KTxO9eS389M2qG3jm6O","disgust","Coma White","Marilyn Manson","4h7KTxO9eS389M2qG3jm6O","6.730000222887611E-6","https://api.spotify.com/v1/audio-analysis/4h7KTxO9eS389M2qG3jm6O","0.34700000286102295","338200","0.7409999966621399","0.11500000208616257","9","0.2669999897480011","-7.936999797821045","0","0.03240000084042549","159.91799926757812","4","0.09939999878406525"
"TRNOUSD128F9327A65","5PhBBbYDIDkmrJqoYEvwdL","disgust","Don't Let Me Down","Bad Company","5PhBBbYDIDkmrJqoYEvwdL","0.515999972820282","https://api.spotify.com/v1/audio-analysis/5PhBBbYDIDkmrJqoYEvwdL","0.5","258827","0.4569999873638153","0.02290000021457672","1","0.12200000137090683","-11.934000015258789","1","0.032999999821186066","112.94599914550781","3","0.4440000057220459"
"TRERZDM128E0781ABF","3JHN0TCA3exKPLjc5g4rUu","disgust","Love Song (Take 1)","Syd Barrett","3JHN0TCA3exKPLjc5g4rUu","0.7929999828338623","https://api.spotify.com/v1/audio-analysis/3JHN0TCA3exKPLjc5g4rUu","0.7910000085830688","152400","0.13899999856948853","3.110000106971711E-4","7","0.07519999891519547","-18.454999923706055","1","0.04280000180006027","97.79900360107422","4","0.4970000088214874"
"TRPZVBC128F14884AC","70ZlAJGfC4DesFw4oQ7YZM","disgust","Sixteen","Iggy Pop","70ZlAJGfC4DesFw4oQ7YZM","0.25","https://api.spotify.com/v1/audio-analysis/70ZlAJGfC4DesFw4oQ7YZM","0.5170000195503235","146599","0.9290000200271606","0.48399999737739563","4","0.7670000195503235","-5.946000099182129","1","0.06729999929666519","124.85600280761719","4","0.5709999799728394"
"TRSSZGF128F42910AF","02KLiEs31kxh1krQJezlTL","disgust","I've Been Thinking About You","Londonbeat","02KLiEs31kxh1krQJezlTL","0.04340000078082085","https://api.spotify.com/v1/audio-analysis/02KLiEs31kxh1krQJezlTL","0.6299999952316284","317933","0.5950000286102295","0.03629999980330467","11","0.09019999951124191","-14.986000061035156","0","0.03799999877810478","113.56099700927734","4","0.878000020980835"
"TRNATVP128F92ECA6F","5byX5VColqRvIyrgpMmrq4","disgust","Dulab Rast","Turbo Tabla","5byX5VColqRvIyrgpMmrq4","0.04100000113248825","https://api.spotify.com/v1/audio-analysis/5byX5VColqRvIyrgpMmrq4","0.6110000014305115","146747","0.8349999785423279","0.1120000034570694","0","0.16699999570846558","-6.599999904632568","1","0.03440000116825104","160.02000427246094","4","0.3070000112056732"
"TRODYJV128F92F4D28","68rqXl8LTdwEd2u0QMkWvi","disgust","Ooh Ooh Baby","Britney Spears","68rqXl8LTdwEd2u0QMkWvi","0.1860000044107437","https://api.spotify.com/v1/audio-analysis/68rqXl8LTdwEd2u0QMkWvi","0.8240000009536743","208133","0.6869999766349792","0.0","11","0.10199999809265137","-4.440000057220459","0","0.03709999844431877","127.99800109863281","4","0.7170000076293945"
"TRMCKSK128F14825F0","23pgREQcQYeW3U2FqNmuds","disgust","Storytelling","Funeral For A Friend","23pgREQcQYeW3U2FqNmuds","0.0015300000086426735","https://api.spotify.com/v1/audio-analysis/23pgREQcQYeW3U2FqNmuds","0.4819999933242798","214533","0.9269999861717224","0.0","11","0.15299999713897705","-4.736999988555908","1","0.04839999973773956","92.08000183105469","4","0.5090000033378601"
"TRFENBY128F425973C","3w32xY0J1ES8QKT8ddfteM","disgust","Doo-Wop In Harlem","Prefab Sprout","3w32xY0J1ES8QKT8ddfteM","0.9100000262260437","https://api.spotify.com/v1/audio-analysis/3w32xY0J1ES8QKT8ddfteM","0.36800000071525574","223560","0.16300000250339508","0.2240000069141388","0","0.1940000057220459","-19.29800033569336","1","0.04809999838471413","111.43000030517578","3","0.32600000500679016"
"TRMENEY128F4283E5A","45wneA2j0Z0WMnYNDO6Ad0","disgust","Back & Forth","Aaliyah","45wneA2j0Z0WMnYNDO6Ad0","0.0697999969124794","https://api.spotify.com/v1/audio-analysis/45wneA2j0Z0WMnYNDO6Ad0","0.7059999704360962","231093","0.7269999980926514","5.309999778546626E-6","5","0.11500000208616257","-8.0600004196167","1","0.031700000166893005","92.93800354003906","4","0.902999997138977"
"TRDWOFA128F4263C9C","3iypHvZowqXC9DYrsz8h14","disgust","Genius In France","Weird Al"" Yankovic","3iypHvZowqXC9DYrsz8h14","0.04129999876022339","https://api.spotify.com/v1/audio-analysis/3iypHvZowqXC9DYrsz8h14","0.5600000023841858","536787","0.5600000023841858","0.0","0","0.23100000619888306","-11.477999687194824","1","0.09799999743700027","135.93899536132812","4","0.6880000233650208"
"TRLSTLS128F934B62D","4GQ4TGRaXv9fyvornSb6EJ","disgust","Brain Removal Device","Cannibal Corpse","4GQ4TGRaXv9fyvornSb6EJ","1.6799999866634607E-4","https://api.spotify.com/v1/audio-analysis/4GQ4TGRaXv9fyvornSb6EJ","0.18799999356269836","194600","0.9589999914169312","0.9070000052452087","1","0.18199999630451202","-4.831999778747559","1","0.11299999803304672","195.33200073242188","3","0.328000009059906"
"TRAAUFV128EF35F02C","6M0sZmeRLIXEWhbx9CKjD1","disgust","Arka Noego","Habakuk","6M0sZmeRLIXEWhbx9CKjD1","0.002739999908953905","https://api.spotify.com/v1/audio-analysis/6M0sZmeRLIXEWhbx9CKjD1","0.6150000095367432","257827","0.7310000061988831","2.0900000890833326E-5","4","0.08460000157356262","-6.714000225067139","0","0.08250000327825546","170.0070037841797","4","0.8009999990463257"
"TRDZLJH128F428CB73","53E0iLvaSlApDIcIdL7Q3G","disgust","Cheerleader Corpses","Pig Destroyer","53E0iLvaSlApDIcIdL7Q3G","2.2300000637187622E-6","https://api.spotify.com/v1/audio-analysis/53E0iLvaSlApDIcIdL7Q3G","0.0","35867","0.9959999918937683","4.7599998652003706E-4","10","0.0568000003695488","-2.8980000019073486","0","0.0","0.0","0","0.0"
"TRVMUEW128F1460C00","1yTLDUvJW37nMNucGZfBoA","disgust","Don't Say Goodbye","Paulina Rubio","1yTLDUvJW37nMNucGZfBoA","0.00395999988541007","https://api.spotify.com/v1/audio-analysis/1yTLDUvJW37nMNucGZfBoA","0.6539999842643738","289360","0.8330000042915344","5.63000003239722E-6","6","0.23100000619888306","-5.192999839782715","0","0.045899998396635056","119.8740005493164","4","0.6959999799728394"
"TROUTHW128F42624B0","7vrLphPq4yjaX7jiDdd2Nc","disgust","Dig","Mudvayne","7vrLphPq4yjaX7jiDdd2Nc","9.619999764254317E-5","https://api.spotify.com/v1/audio-analysis/7vrLphPq4yjaX7jiDdd2Nc","0.6230000257492065","162293","0.9829999804496765","0.0617000013589859","11","0.26100000739097595","-3.5480000972747803","0","0.1509999930858612","134.97500610351562","4","0.2709999978542328"
"TRDJBIX12903CDF634","3XTwTHi2ApiLJV0SmKC4V3","disgust","Tools Of The Trade","Carcass","3XTwTHi2ApiLJV0SmKC4V3","3.1800000215298496E-6","https://api.spotify.com/v1/audio-analysis/3XTwTHi2ApiLJV0SmKC4V3","0.2370000034570694","186133","0.9520000219345093","0.02539999969303608","6","0.0892999991774559","-12.904999732971191","1","0.15800000727176666","103.77200317382812","4","0.0617000013589859"
"TRXCMEE128F4279A90","4Q8yCpsxxJF0tRsjzu6Ytw","disgust","Insatiable","Darren Hayes","4Q8yCpsxxJF0tRsjzu6Ytw","0.09740000218153","https://api.spotify.com/v1/audio-analysis/4Q8yCpsxxJF0tRsjzu6Ytw","0.6700000166893005","310227","0.847000002861023","0.0","0","0.08420000225305557","-5.448999881744385","0","0.054499998688697815","143.8719940185547","4","0.8519999980926514"
"TRJJZPE128F92D1375","0abCAdQ235vfucv4zXeSbG","disgust","You Ought To Be With Me","Al Green","0abCAdQ235vfucv4zXeSbG","0.47200000286102295","https://api.spotify.com/v1/audio-analysis/0abCAdQ235vfucv4zXeSbG","0.7110000252723694","199067","0.4399999976158142","1.4899999951012433E-4","7","0.13099999725818634","-11.50100040435791","0","0.03319999948143959","107.60299682617188","4","0.5770000219345093"
"TROXKWK128E0792407","019TiSclvDqkX5hYD0PF0c","disgust","Sweet Euphoria","Chris Cornell","019TiSclvDqkX5hYD0PF0c","0.6029999852180481","https://api.spotify.com/v1/audio-analysis/019TiSclvDqkX5hYD0PF0c","0.38600000739097595","187853","0.3449999988079071","0.0","7","0.11599999666213989","-7.64900016784668","1","0.033900000154972076","137.55299377441406","3","0.17299999296665192"
"TRUGWEC128F92D158B","2JOEPbuwVf0nafGnMSVEhH","disgust","My Favorite Things","JOHN COLTRANE","2JOEPbuwVf0nafGnMSVEhH","0.6940000057220459","https://api.spotify.com/v1/audio-analysis/2JOEPbuwVf0nafGnMSVEhH","0.2770000100135803","824133","0.24199999868869781","0.46399998664855957","4","0.11299999803304672","-18.441999435424805","1","0.03420000150799751","175.38400268554688","3","0.2849999964237213"
"TRMGCOX128E079282F","3Z1qV8CLOJaCfqJY5N73KZ","disgust","Jade's A Champ","Ms. Jade","3Z1qV8CLOJaCfqJY5N73KZ","0.46799999475479126","https://api.spotify.com/v1/audio-analysis/3Z1qV8CLOJaCfqJY5N73KZ","0.5249999761581421","276960","0.7680000066757202","0.0","2","0.5519999861717224","-4.742000102996826","1","0.35100001096725464","166.9080047607422","4","0.6570000052452087"
"TRFYBNH128F9354A1B","26Z4ZAQqjy2B3d1WrTVbiL","fear","Track Of The Cat","Pram","26Z4ZAQqjy2B3d1WrTVbiL","0.14399999380111694","https://api.spotify.com/v1/audio-analysis/26Z4ZAQqjy2B3d1WrTVbiL","0.6240000128746033","253160","0.800000011920929","0.08089999854564667","9","0.12399999797344208","-8.765000343322754","0","0.029400000348687172","101.99099731445312","4","0.6330000162124634"
"TRSCLIM128F931B2C8","2PUkN5yn30Zqyte21DamYO","fear","Shake Me_ Wake Me (When It's Over)","Four Tops","2PUkN5yn30Zqyte21DamYO","0.18299999833106995","https://api.spotify.com/v1/audio-analysis/2PUkN5yn30Zqyte21DamYO","0.5379999876022339","161013","0.6140000224113464","0.0","6","0.09619999676942825","-7.21999979019165","0","0.04520000144839287","130.27699279785156","4","0.7110000252723694"
"TRUZQFC128E0785D6F","5meJWQuHyHDsOjWF8AtSDe","fear","The Widow","The Mars Volta","5meJWQuHyHDsOjWF8AtSDe","0.628000020980835","https://api.spotify.com/v1/audio-analysis/5meJWQuHyHDsOjWF8AtSDe","0.23600000143051147","350880","0.6579999923706055","0.009270000271499157","9","0.2759999930858612","-6.059000015258789","0","0.0348999984562397","106.22200012207031","3","0.10599999874830246"
"TRCNYCK128F9300A73","2wd52lU3agY0P3x2hxPYhm","fear","Cathedrals","Jump Little Children","2wd52lU3agY0P3x2hxPYhm","0.7490000128746033","https://api.spotify.com/v1/audio-analysis/2wd52lU3agY0P3x2hxPYhm","0.36500000953674316","235467","0.27900001406669617","0.00800000037997961","9","0.18299999833106995","-8.04800033569336","1","0.026799999177455902","87.0","4","0.14100000262260437"
"TRYWPIP128F93414FF","16enQkAJGNaIDejP1D7HVl","anger","The Reason Why","Rachael Yamagata;Malcolm Burn","16enQkAJGNaIDejP1D7HVl","0.6819999814033508","https://api.spotify.com/v1/audio-analysis/16enQkAJGNaIDejP1D7HVl","0.47600001096725464","309533","0.2980000078678131","1.7099999240599573E-5","10","0.10499999672174454","-9.842000007629395","1","0.03189999982714653","120.33999633789062","4","0.11800000071525574"
"TRAQJMP128F92E3821","3Y4m9Td603gbfMB86UNafs","anger","Can't Take My Eyes Off You","Muse","3Y4m9Td603gbfMB86UNafs","0.03709999844431877","https://api.spotify.com/v1/audio-analysis/3Y4m9Td603gbfMB86UNafs","0.3569999933242798","211120","0.6779999732971191","0.019500000402331352","0","0.21699999272823334","-5.388000011444092","1","0.04100000113248825","126.73300170898438","4","0.2809999883174896"
"TRBSNLJ128F930374D","72G7JeAtAkC6h7QhiIeO9k","fear","Your Biggest Mistake","Test Icicles","72G7JeAtAkC6h7QhiIeO9k","4.8099999548867345E-4","https://api.spotify.com/v1/audio-analysis/72G7JeAtAkC6h7QhiIeO9k","0.29899999499320984","241707","0.9470000267028809","1.06999996205559E-5","5","0.02539999969303608","-3.9159998893737793","1","0.3889999985694885","180.322998046875","4","0.38100001215934753"
"TROLPZW128F4291011","7zp5vsv1SkSF1MHQ072GOE","fear","Crawl of Time","Pig Destroyer","7zp5vsv1SkSF1MHQ072GOE","4.630000148608815E-6","https://api.spotify.com/v1/audio-analysis/7zp5vsv1SkSF1MHQ072GOE","0.23100000619888306","90600","0.9959999918937683","0.878000020980835","9","0.23800000548362732","-1.8259999752044678","1","0.21199999749660492","124.91100311279297","3","0.039400000125169754"
